timestamp,prd_id,category,customer_type,unit_price,quantity,total,payment_type,avg_stk_prc,temperature
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.55,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.92,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.02,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.8,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.13,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.64,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.72,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.37,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.23,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.9,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.54,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.78,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.13,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.05,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.42,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.91,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.99,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.42,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.46,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.18,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.07,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.25,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.46,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.05,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.14,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.93,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.62,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.22,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.03,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.61,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.91,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.14,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.48,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.29,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.98,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.05,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.76,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.66,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.55,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.04,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.9,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.94,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.31,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.54,-2.84
2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash,0.75,-2.84
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.25,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.23,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.8,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.79,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.86,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.89,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.59,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.18,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.91,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.92,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.52,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.37,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,1.0,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.2,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.02,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.09,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.97,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.02,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.15,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.48,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.31,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.15,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.65,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.01,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.55,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.92,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.02,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.8,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.13,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.64,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.72,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.37,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.23,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.9,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.54,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.78,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.13,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.05,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.42,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.91,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.99,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.42,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.46,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.18,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.07,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.25,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.46,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.05,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.14,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.93,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.62,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.22,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.03,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.61,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.91,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.14,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.48,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.29,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.98,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.05,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.76,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.66,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.55,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.04,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.9,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.94,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.31,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.54,29.73
2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet,0.75,29.73
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.25,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.23,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.8,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.79,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.86,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.89,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.59,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.18,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.91,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.92,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.52,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.37,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,1.0,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.2,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.02,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.09,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.97,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.02,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.15,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.48,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.31,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.15,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.65,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.01,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.55,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.92,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.02,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.8,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.13,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.64,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.72,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.37,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.23,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.9,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.54,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.78,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.13,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.05,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.42,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.91,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.99,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.42,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.46,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.18,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.07,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.25,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.46,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.05,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.14,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.93,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.62,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.22,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.03,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.61,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.91,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.14,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.48,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.29,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.98,-3.53
2022-03-07 14:35:01,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card,0.05,-3.53
