|CustomerID|TransactionID|TransactionDate|AmountSpent|ProductCategory
447|91|9908|2022-04-25|116.1|Clothing
448|91|7121|2022-10-28|384.82|Furniture
449|91|1751|2022-03-07|8.02|Furniture
450|91|7329|2022-08-20|32.98|Books
451|91|5521|2022-02-11|486.45|Books
452|91|4829|2022-04-12|80.42|Clothing
453|91|4349|2022-01-03|483.91|Groceries
454|92|2960|2022-09-20|287.91|Groceries
455|92|6694|2022-08-23|396.47|Groceries
456|92|1826|2022-12-09|432.99|Electronics
457|92|4395|2022-08-03|78.22|Groceries
458|92|1765|2022-09-24|187.74|Clothing
459|92|4098|2022-06-03|407.1|Furniture
460|92|2216|2022-10-17|74.37|Furniture
461|92|3484|2022-07-17|400.48|Books
462|93|4790|2022-10-11|43.8|Books
463|93|8953|2022-11-25|359.19|Groceries
464|93|4477|2022-12-10|182.01|Electronics
465|93|3635|2022-06-02|138.08|Groceries
466|93|4804|2022-11-18|124.99|Books
467|94|3096|2022-12-29|296.87|Furniture
468|94|9324|2022-05-04|386.49|Furniture
469|94|4576|2022-07-03|430.25|Electronics
470|95|6014|2022-02-09|123.78|Furniture
471|95|6092|2022-08-12|229.9|Groceries
472|95|8565|2022-11-07|323.59|Clothing
473|96|2071|2022-08-24|161.84|Electronics
474|97|8313|2022-09-11|398.53|Furniture
475|97|7627|2022-04-26|155.12|Furniture
476|98|3651|2022-01-14|134.58|Groceries
477|98|5912|2022-11-04|243.02|Electronics
478|98|9864|2022-06-22|286.81|Clothing
479|98|7806|2022-09-14|87.76|Books
480|98|7679|2022-11-11|141.59|Electronics
481|99|1228|2022-01-25|23.13|Books
482|99|3242|2022-05-17|475.22|Groceries
483|99|7564|2022-03-08|192.43|Clothing
484|99|6756|2022-10-08|147.43|Electronics
485|99|1300|2022-11-09|51.54|Groceries
486|100|4403|2022-12-27|370.31|Clothing
487|100|9315|2022-11-26|271.57|Groceries
488|100|5638|2022-02-17|453.32|Groceries
489|100|7453|2022-09-06|13.36|Clothing
490|101|2345|2022-06-08|492.35|Groceries
491|102|7281|2022-03-09|132.38|Clothing
492|102|5234|2022-02-17|413.93|Electronics
493|102|7534|2022-11-23|119.17|Furniture
494|102|2307|2022-10-22|481.44|Groceries
495|102|5515|2022-11-24|455.56|Electronics
496|102|4651|2022-12-30|427.48|Groceries
497|103|5405|2022-10-20|436.92|Clothing
498|103|6032|2022-07-31|469.32|Furniture
499|103|4436|2022-01-01|230.4|Electronics
500|103|3245|2022-05-24|88.35|Books
501|103|2313|2022-02-02|149.95|Electronics
502|103|3079|2022-03-22|306.25|Furniture
503|103|5276|2022-03-09|244.38|Furniture
504|103|1470|2022-06-23|303.76|Clothing
505|103|5560|2022-12-20|68.4|Books
506|104|3870|2022-12-19|128.84|Electronics
507|104|5785|2022-12-08|407.66|Clothing
508|104|5032|2022-10-21|125.87|Electronics
509|104|3038|2022-02-11|127.1|Electronics
510|104|9209|2022-01-27|483.57|Groceries
511|104|6432|2022-03-15|468.59|Electronics
512|104|3713|2022-04-25|124.52|Furniture
513|104|6388|2022-05-11|397.53|Electronics
514|104|3067|2022-06-13|403.16|Clothing
515|105|2659|2022-01-31|289.24|Furniture
516|105|2049|2022-11-02|121.88|Clothing
517|105|9271|2022-11-10|444.57|Furniture
518|105|2777|2022-08-05|281.05|Groceries
519|105|4791|2022-08-11|366.4|Groceries
520|105|4838|2022-05-18|74.68|Furniture
521|105|7601|2022-09-30|242.17|Clothing
522|105|5648|2022-12-20|43.61|Furniture
523|106|7796|2022-01-10|131.3|Furniture
524|106|7469|2022-02-05|244.22|Clothing
525|106|3811|2022-11-29|499.56|Groceries
526|107|8035|2022-09-19|213.51|Clothing
527|107|7326|2022-02-23|9.93|Furniture
528|107|4417|2022-10-28|267.23|Books
529|107|1970|2022-04-01|101.29|Groceries
530|107|3653|2022-11-26|469.37|Clothing
531|107|8267|2022-10-03|481.43|Furniture
532|108|7775|2022-10-18|365.58|Books
533|108|1362|2022-06-21|128.73|Clothing
534|109|8924|2022-01-28|284.74|Furniture
535|109|9966|2022-01-29|312.51|Electronics
536|109|7449|2022-12-24|15.53|Groceries
537|109|6151|2022-03-07|183.84|Books
538|109|1100|2022-10-26|129.28|Clothing
539|109|6599|2022-06-18|348.8|Books
540|110|6421|2022-07-29|301.71|Clothing
541|110|9278|2022-11-13|356.25|Electronics
542|110|3172|2022-10-20|65.04|Books
543|111|1946|2022-10-09|262.74|Furniture
544|111|7141|2022-01-16|350.44|Books
545|112|1161|2022-12-29|223.78|Clothing
546|112|4437|2022-01-20|188.01|Furniture
547|112|4339|2022-12-25|338.38|Books
548|113|4757|2022-07-29|213.16|Electronics
549|113|2138|2022-07-10|470.73|Books
550|113|3798|2022-10-15|101.31|Clothing
551|113|5709|2022-01-24|27.17|Electronics
552|113|3913|2022-01-31|441.91|Furniture
553|113|8553|2022-01-15|479.5|Furniture
554|113|8177|2022-10-19|100.23|Books
555|114|5364|2022-11-05|393.41|Furniture
556|114|7749|2022-12-04|147.57|Clothing
557|114|8373|2022-08-03|288.3|Clothing
558|114|6358|2022-09-28|42.8|Books
559|114|5163|2022-01-05|146.51|Groceries
560|114|6643|2022-03-02|476.62|Electronics
561|114|2762|2022-11-14|288.43|Electronics
562|114|3612|2022-05-03|349.64|Books
563|115|8573|2022-05-31|37.93|Furniture
564|115|5785|2022-08-29|150.08|Books
565|115|4934|2022-03-18|275.8|Electronics
566|115|8039|2022-08-27|60.98|Clothing
567|115|1006|2022-09-22|128.83|Clothing
568|116|6049|2022-05-10|76.68|Books
569|116|3766|2022-02-24|364.59|Books
570|116|9199|2022-08-31|234.95|Electronics
571|116|3877|2022-02-20|157.45|Books
572|116|9866|2022-12-20|185.09|Books
573|116|6794|2022-07-22|136.24|Electronics
574|116|8083|2022-09-25|349.28|Furniture
575|117|4729|2022-12-27|236.46|Electronics
576|117|6313|2022-04-16|212.02|Clothing
577|118|7620|2022-12-18|405.37|Electronics
578|118|4332|2022-09-15|158.16|Electronics
579|118|6409|2022-06-11|310.94|Clothing
580|118|6213|2022-02-26|333.37|Furniture
581|118|8464|2022-09-02|346.98|Books
582|118|2196|2022-01-25|70.57|Clothing
583|119|7844|2022-02-01|312.99|Clothing
584|119|7118|2022-05-26|275.22|Groceries
585|119|2288|2022-10-31|215.99|Groceries
586|119|5271|2022-11-04|255.14|Electronics
587|119|4564|2022-07-10|380.8|Groceries
588|119|6395|2022-06-14|157.43|Books
589|119|3793|2022-11-04|353.31|Clothing
590|119|5045|2022-03-15|61.45|Furniture
591|120|5469|2022-11-08|58.03|Books
592|120|9762|2022-06-08|364.93|Books
593|120|9872|2022-05-09|142.75|Electronics
594|120|3065|2022-09-21|453.15|Electronics
595|120|4711|2022-12-29|54.9|Books
596|120|1409|2022-12-05|95.03|Groceries
597|121|1783|2022-08-02|27.84|Furniture
598|121|8410|2022-11-22|109.55|Furniture
599|121|7618|2022-10-01|492.28|Books
600|121|8738|2022-02-18|325.01|Clothing
601|121|6196|2022-02-19|118.33|Groceries
602|122|5479|2022-06-07|491.19|Groceries
603|122|3225|2022-03-21|433.38|Electronics
604|122|7671|2022-12-16|467.17|Books
605|122|5530|2022-05-04|318.36|Clothing
606|122|2140|2022-08-16|49.64|Furniture
607|122|2028|2022-07-23|341.2|Groceries
608|122|4942|2022-06-20|278.53|Groceries
609|122|5971|2022-05-05|6.3|Electronics
610|122|3733|2022-09-16|439.75|Clothing
611|123|1539|2022-12-16|442.76|Electronics
612|123|3328|2022-06-20|375.92|Groceries
613|123|2028|2022-09-04|119.9|Groceries
614|124|9285|2022-06-16|116.2|Furniture
